tweet,avgProfileScore,favourite_count,hashtags,isRetweet,maxScore,retweet_count,urls,SA,label
"It is #DomesticViolenceAwarenessMonth. Here are NASW resources, experts on how to prevent and address it: https://t.co/jTX3Vq1Ye3 https://t.co/D4GQxcYIyc",5.814930523,61,1,1,9.793951665,83,1,0,5.000888219
The @NASWFoundation has fund to help Puerto Rico &amp; Virgin Island hurricane recovery. Donate today! https://t.co/HZxj5DqY3w @NASW_PuertoRico https://t.co/ni0rSe15ht,6.031498433,25,0,1,10.68175683,11,1,0,3.531325526
RT @NASWMI: Did you know that there are 19 new standards being added to the @nasw Code of Ethics? #socialwork,5.171811062,18,1,0,10.59643471,9,0,1,3.346824578
RT @NASWMI: Should you google your clients? The new Code of Ethics addresses that! @nasw #MIsocialwork https://t.co/7RYIMLHGsw,5.959112,15,1,0,10.59643471,9,0,1,3.395554671
Learn more about social worker @ErinMerryn efforts to get Erin's Law passed in all 50 states. https://t.co/8lNPaLhOcB,5.492577146,10,0,1,8.591929538,7,1,1,4.078450668
"Contacting Congress will help make effort to help not a political issue, but a social justice issue @NASW_PuertoRico https://t.co/CROfHsupaN",6.415773505,15,0,1,10.68175683,10,1,1,4.459753033
"Staff @NASW_PuertoRico want social workers, news outlets, Congress to know about humanitarian crisis on island https://t.co/CROfHsupaN",5.377344251,26,0,1,9.154616223,26,1,1,4.473196047
Message from @NASW_PuertoRico details dire situation on island in hurricane aftermath: https://t.co/CROfHsupaN https://t.co/A3LSscPSkk,6.470514673,19,0,1,9.463198053,21,1,0,3.493371273
NASW urges social workers refer #vegasshooting survivors to @samhsagov Disaster Help Line: https://t.co/kERfXdL4xP,6.161989489,13,1,1,9.29844282,22,1,1,4.896043231
NASW urges social workers who wish to help #vegasshooting victims volunteer @RedCross or other service organization,4.730963298,13,1,1,7.746732908,10,0,-1,1.977769621
The #vegasshooting victims come from all over US and will need help when they return home,4.6362592,12,1,1,6.939253946,5,0,0,2.827551315
In aftermath of #vegasshooting NASW renews call for gun violence to be declared national public health emergency: https://t.co/5tT46CTMwm https://t.co/ipwv2KukxA,5.718177535,57,1,1,8.830396801,42,1,0,4.444857434
RT @NASWMS: Due to popular demand!The request for Workshop Proposals is extended until Oct. 6th!Will we see you in March?? #naswms #socialw…,6.617746021,4,1,0,10.59643471,2,0,1,3.281418073
RT @SSWAlliance: Miss any of the blogs &amp; related materials during #SSWWeek? Read our Storify for highlights from us &amp; others: https://t.co/…,7.237936037,12,1,0,10.59643471,5,0,0,2.453437075
"The @NASWNV chapter offers sympathies to families, friends of #VegasShooting victims; ready to support community https://t.co/0uFvIYc87A https://t.co/AuNauR9SIf",5.919675591,31,1,1,8.830396801,16,1,1,4.945007239
NASW offers sympathies to families and friends of the victims of the Las Vegas mass shooting. We will issue a statement soon.,5.597840775,75,0,1,10.68175683,27,0,1,4.64795976
@MommasMosaic Would you like to write a review of the book for us?,0,0,0,1,0,0,0,0,1
RT @NASWNCINTL: Great article in @NASWNews on @IFSW bringing the world together! @nasw https://t.co/wAmuxlnAlH,10.59643471,5,0,0,10.59643471,1,1,1,3.679286943
RT @NASWMI: @EmergeMI @StatesideRadio @MichiganRadio So excited to train social workers to run for office! @nasw,10.59643471,10,0,0,10.59643471,1,0,1,3.229286943
"RT @AASWSWorg: Focus in 2017 is on a stronger social services workforce, find out why this is so important https://t.co/40HOr0mSzQ @socwork…",6.627604709,7,0,0,10.59643471,5,1,1,3.342403942
Thanks for sharing this info @NASWMI! Learn why NASW is on ACLU lawsuit to stop #adoptiondiscrimination laws: https://t.co/yTcJCtBe7A https://t.co/MGbW5xWAUk,5.723585102,3,1,1,5.723585102,1,2,1,4.68471702
NASW sits on steering committee of @SSWAlliance and supports its programming. Take part in its survey: https://t.co/xdSFzWn0NF,4.875197323,6,0,1,4.875197323,1,1,0,2.545039465
The stories will be used in the @SSWAlliance 2017 Report https://t.co/xdSFzWn0NF,5.691533659,5,0,1,5.723585102,2,1,0,2.711511876
The @SSWAlliance wants social workers to share stories of helping children &amp; families affected by violence: https://t.co/xdSFzWn0NF,6.656026236,6,0,1,7.321849714,3,1,1,3.987787595
Read latest @SSWAlliance Social Service Workforce Week blog on how you can advocate for social service workforce: https://t.co/Z9A70xnceX,5.991790482,10,0,1,6.758094504,4,1,1,3.914988499
"RT @Mittjoy: Retweet @POTUS help Puerto Rico please Need generators gas, hospital, transpo. Help waits on orders @nasw @NAHIPSW @NASW_PA @C…",6.127209134,8,0,0,10.59643471,11,0,0,1.862364385
"Social Work Research Journal examines Schizoaffective Disorder, Mood Disorders, and Schizophrenia. Learn more: https://t.co/H0hjJXhCyu https://t.co/WWxdYVttyE",5.350294417,29,0,1,7.877776333,12,1,1,4.232807075
NASW thanks social workers who called senators to oppose #grahamcassidy. Senate GOP will not bring it up for vote.,5.552690077,84,1,1,7.767687277,27,0,1,4.942037735
Short film from @uwsocialwork student Lisa Cohen helps social workers get into the mind of a bully. Learn more: https://t.co/vk7QptiBb3 https://t.co/bO0IEx1FWp,5.579408207,15,0,1,8.381602537,9,1,1,4.136101074
"RT @NASW_PA: Big THANK YOU to Angelo McClain, @nasw CEO, for speaking at #NASWPA2017 Conference. Pennsylvania social workers appreciate you…",8.644854499,16,1,0,10.59643471,3,0,1,3.614128921
This is Social Service Workforce Week. Learn more about this campaign from @SSWAlliance: https://t.co/cF0ticfls3 https://t.co/zhldTvMrZf,5.66134035,34,0,1,9.502711434,31,1,1,4.666405178
"The @NASWFoundation is accepting nominations for Social Worker of the Year, other awards. Submit entries by 10/25: https://t.co/hzsqlU4C5l https://t.co/4z2JqxIIBY",3.91042044,5,0,1,5.874930731,2,1,-1,1.548535117
If you are in Maryland we urge you to attend this event! https://t.co/3e9FnQW5gX,4.239999154,7,0,1,6.939253946,3,1,0,2.71792531
RT @signsforchange: Songs to #changementalhealth. 30 Songs That Have Helped People With Anxiety and Depression at Night. @TheMightySite htt…,6.055581295,88,1,0,10.59643471,42,0,0,3.465201601
Call your senators and urge them to vote against disastrous #GrahamCassidy bill to repeal #ACA https://t.co/7cYyva4vvG https://t.co/B64RLgKmiW,5.765050418,8,2,1,7.767687277,11,1,-1,3.04327377
NASW supports this campaign and encourages social work students to take part! https://t.co/u6xsMkINW9,5.279345141,15,0,1,7.044032897,5,1,1,3.932337804
Contact your lawmakers to defeat this terrible legislation! https://t.co/binvIohwmJ,4.290459441,7,0,1,4.290459441,1,1,-1,1.438091888
Important information for social workers who are helping Hurricane Irma survivors https://t.co/pnqjqe77fw,5.468537174,24,0,1,8.830396801,12,1,1,4.289893397
Did you know NASW Specialty Practice Sections offer publications with CEUs for members only? Join today: https://t.co/4s0H0U2cdh https://t.co/yvYwU4jWxU,5.176133773,6,0,1,5.874930731,2,1,0,2.68510645
Immigrants helped build America. Ask your lawmakers to pass #DreamAct! #HereToStay https://t.co/w13QGAHqZl,5.294741552,11,2,1,7.881559917,10,0,0,3.527630147
Decision from @realDonaldTrump to end #DreamAct was cruel: https://t.co/HYwEuO6vlm Take action to ensure Dreamers are #HereToStay https://t.co/kV2Pq7ny0W,6.523172945,4,2,1,7.881559917,2,1,-1,3.000473286
Organize in-district “drop-bys” to your Congressional representatives to advocate for passage of #DreamAct #HereToStay,9.985113621,3,2,1,9.985113621,1,0,0,4.037022724
Read how NY social work students lobbied state lawmakers on #DreamAct: https://t.co/b8wMQ2sFNk You can too! #HereToStay https://t.co/U02y56h6kT,5.068452865,5,2,1,7.634820678,4,1,1,4.860327354
NASW offers guidance on how to get lawmakers to pass #DreamAct https://t.co/IbvREIRTCX #HereToStay https://t.co/8g5UMkvM5e,5.48870362,7,2,1,7.881559917,7,1,1,4.977026354
Call your member of Congress at 1-888-908-6307 and urge them to pass a clean #DreamAct of 2017 (S. 1615) #HereToStay https://t.co/SMoGBQc9p5,4.817494203,15,2,1,7.881559917,11,0,1,4.529905412
Tell your members of Congress pass #DreamAct! #HereToStay https://t.co/dQAL9O8dF8,4.938255515,9,2,1,7.395721609,7,0,0,3.393397712
NASW supports @DeptVetAffairs #BeThere campaign during National Suicide Prevention Month in September. Learn more: https://t.co/ivMpKmibPL https://t.co/yz64sU3Ezu,4.928088233,8,1,1,5.723585102,5,1,1,4.195167334
The new NASW website is live! Feel free to browse and let us know if you have any issues that need to be fixed. https://t.co/la5IPFLPeR https://t.co/GZESw7F0PA,5.764273997,12,0,1,7.767687277,10,1,1,4.073196127
"RT @lgbtmap: New report from MAP w @CWLAOfficial &amp;
@NASW shows how #adoptiondiscrimination laws harm kids
https://t.co/VDeT9c3OjR https://t…",6.574695992,30,1,0,10.59643471,19,1,1,4.20711307
Social Workers contact your lawmakers to defeat #GrahamCassidy! https://t.co/0h4UMO4Mut https://t.co/G2d6tiQW5A,5.96247553,21,1,1,9.168580438,25,2,1,5.473105597
Thanks for sharing this important data @shin_inouye https://t.co/ewtIk3CJHX,5.874930731,3,0,1,5.874930731,1,1,1,3.714986146
In support of LGBT parents in Michigan &amp; @ACLU lawsuit NASW's Heidi McIntosh says all children deserve loving home https://t.co/hdIY15ezu1,6.272528006,7,0,1,6.939253946,3,1,1,3.921178195
NASW supports @ACLU lawsuit to end discriminatory practices against LGBT parents in Michigan. Learn more: https://t.co/fvjTkzEF5d https://t.co/KkGGzBSC9u,5.81340409,9,0,1,7.767687277,7,1,1,4.018109137
NASW is taking part in this Twitterstorm. Hope you can too! https://t.co/F5qsXiqdbZ,6.048222156,7,0,1,7.270312886,7,1,0,2.971853504
September is Suicide Prevention Month. Learn the signs to help others. https://t.co/PzgC94ItZ3,5.509042825,28,0,1,8.539737156,42,1,0,3.604877998
September is Suicide Prevention Month. The suicide rate is high among veterans. #BeThere for them. Learn how: https://t.co/acmflrGgfZ https://t.co/NdZlKvrNx2,5.241947947,7,1,1,5.874930731,9,1,1,4.271687868
ACTION ALERT: Ask your senators to restore funding for HIV/AIDS and mental health training program https://t.co/kbfUT1mmdH https://t.co/hCGuH54Mie,5.538834333,12,0,1,6.939253946,11,1,0,2.977808828
#Medicaid is a critical lifeline for millions in the US w/ substance use disorders &amp; #mentalillness.  Oppose #GrahamCassidy,4.891481988,31,3,1,7.567345676,23,0,0,4.285882766
"New bill, still bad for mental health. Tell Congress NO on Graham-Cassidy. https://t.co/0h4UMO4Mut #Act4MentalHealth",6.361081662,17,1,1,8.830396801,15,1,-1,2.839147846
3rd time is NOT the charm for health reform. Tell Congress NO on Graham-Cassidy. https://t.co/0h4UMO4Mut #Act4MentalHealth,5.68734838,19,1,1,7.705712824,18,1,0,3.70930612
Health care reform rears its head again. Tell your members of Congress NO on Graham-Cassidy. https://t.co/0h4UMO4Mut #Act4MentalHealth https://t.co/wFr4XWeP2s,6.266262045,14,1,1,8.901638932,12,1,0,3.776790098
ALERT: NASW urges social workers support #DreamAct so #DACA immigrants stay on path to citizenship: https://t.co/IbvREIRTCX https://t.co/zNab8tPOjN,5.345087102,27,2,1,7.318539549,14,1,1,5.176362665
"RT @newsocialworker: My longtime #socialwork #superhero Ann Abbott @ #NASWPA2017 superhero party. Lifetime Achievement Award, past state &amp;…",6.724446364,18,3,0,10.59643471,6,0,-1,2.472088108
Did you know Specialty Practice Sections membership gives you access to leaders in SW profession? Join today: https://t.co/4s0H0U2cdh https://t.co/86ePbjE2BH,5.874930731,2,0,1,5.874930731,1,1,0,2.704986146
Ms US World Elite @CarlagonzalezOK visted NASW Friday. She is a domestic violence prevention advocate &amp; we hope to work with her @NCADV https://t.co/PluCegtSWR,6.729011939,30,0,1,9.879450975,7,0,0,3.030846291
Help make @NASWFoundation PSAs go viral. Share them on your social media networks:: https://t.co/FElIJGyrn5,4.949498934,8,0,1,6.758094504,4,1,1,3.790759344
Did you know the Specialty Practice Sections membership offers up to 16 live CEUs each year? Join today: https://t.co/4s0H0U2cdh https://t.co/TXTjo4eAMD,5.123166149,6,0,1,5.713732806,2,1,1,3.663689895
While current website down contact member services 800.742.4089 or membership@naswdc.org Mon-Friday 9 am to 9 pm ET,6.368187186,3,0,1,6.368187186,1,0,-1,1.313637437
Current https://t.co/2xaY2efyLq will be offline from 9 pm on 9/18 and all day 9/19 to prepare for new website launch,5.916639423,6,0,1,7.767687277,4,1,1,3.96843267
"New https://t.co/2xaY2efyLq website well organized &amp; easy to navigate and search—whether from a laptop, tablet, or mobile phone.",6.148516202,9,0,1,7.705712824,8,1,1,4.055422903
NASW launching revised website https://t.co/CwdUDxgUsZ on 9/20! https://t.co/7Rv5WImjcx,6.03988137,18,0,1,7.767687277,10,1,0,3.160756865
"Great question @osucsw. Social Workers can also check out NASW webinar ""Ethics in Today's Political Climate"" https://t.co/1K74WOXpA2 https://t.co/NrpVW1I2FA",5.812049334,12,0,1,7.761319181,5,2,1,4.527336851
The @CMSGov webinar  on family caregiving with NASW member Tziona Regev is today.  Earn 1 NASW-approved CE credit:  https://t.co/uVNcb24sJe https://t.co/hTAgjPW8Sw,7.277938573,4,0,1,7.277938573,1,1,0,3.005587715
Help make @NASWFoundation PSAs go viral. Share them on your social media networks: https://t.co/uQXT2XHpGD,5.691533659,6,0,1,5.723585102,2,1,1,3.721511876
Did you know NASW members are eligible to become Specialty Practice Sections members? Register today: https://t.co/4s0H0U2cdh https://t.co/RjGltnXxkA,4.477336814,7,0,1,4.477336814,2,1,0,2.485467363
"NASW offers condolences to family, friends of gay rights activist Edith Windsor. Read our brief supporting her case https://t.co/DyPjphDiAi https://t.co/xlm3AwjKcx",2.772588722,6,0,1,2.772588722,3,1,1,3.144517744
Take this @FamiliesUSA webinar 9/14 @ 2 pm EDT to learn ways to help people enroll for health care #ACA https://t.co/bDvUncXKBM,5.329493564,9,1,1,7.242082359,4,1,0,3.387157592
RT @RepBarbaraLee: Edith Windsor will be remembered as a great American civil rights hero. #ShePersisted &amp; showed the world that #LoveIsLov…,6.144895977,1990,1,0,10.59643471,846,0,1,31.53413307
RT @signsforchange: A4: Continue to talk about suicide. Don’t be afraid to ask the hard questions. #StopSuicide,6.753821033,14,1,0,10.59643471,25,0,-1,1.625025575
RT @signsforchange: A1: The Five Signs of Emotional Suffering can also be warning signs. #StopSuicide https://t.co/sBzlukAszm,5.091996614,736,1,0,9.495444123,307,0,0,12.38874407
The US is coping with recent natural disasters. This NASW Press book offers social workers guidance on how to help: https://t.co/dUTtIE7Yig https://t.co/slrM06gHs5,6.433506795,10,0,1,9.29844282,7,1,1,4.243194962
Did you know NASW Specialty Practice Sections membership offers unlimited CEU member-only benefits? Join today: https://t.co/4s0H0U2cdh https://t.co/0HpiGefR3O,4.802814587,10,0,1,6.11146734,8,1,1,3.771428193
We all have a role in #suicideprevention. Take action and be there for someone who is struggling or in crisis. #NSPW https://t.co/odo1W7JFuN https://t.co/0Km2JNXAkW,5.622664771,14,2,1,8.737292113,11,1,1,5.185995688
Help make @NASWFoundation PSAs go viral. Share them on your social media networks: https://t.co/jzIX9p3bnd,4.089623044,4,0,1,5.723585102,7,1,1,3.591320815
Read this NASW Blog article to learn more  about changes to NASW Code of Ethics and how they affect you: https://t.co/webUwSncWv,4.893451256,9,0,1,8.830396801,9,1,1,4.052384806
"The revised NASW Code of Ethics goes into effect Jan 1, 2018 https://t.co/webUwSncWv",5.505924258,38,0,1,9.463198053,33,1,0,3.706912231
The NASW Delegate Assembly has approved changes to the NASW Code of Ethics https://t.co/webUwSncWv https://t.co/ZWQaklnJYt,4.93164049,23,0,1,7.877776333,21,1,0,3.220941682
RT @NASWMA: .@nasw is seeking experts to serve on policy review panels. Applications are due by 9/22. https://t.co/x1cPTubv2t #socialwork,7.496543516,5,1,0,10.59643471,3,1,-1,1.889297823
"NASW says @realDonaldTrump DACA decision is unwise, unjustified and cruel. Read @NYTimes article and our statement: https://t.co/HYwEuO6vlm https://t.co/2RjmkspMmx",5.718657755,33,0,1,8.660600655,24,2,-1,3.007925841
Today is FASD Awareness Day! No alcohol is safe during pregnancy. #FASDMonth  https://t.co/HaU4qkpDfE,5.298954774,23,1,1,10.68175683,18,1,1,5.00807116
From Congressional Social Work Chair @RepBarbaraLee: https://t.co/wHsLZvAGsm,6.640747426,21,0,1,7.299797367,7,1,1,4.174054479
"RT @NASWMS: SOCIAL WORKERS, YOU CAN PUT ONE OF OUR OWN IN THE HOUSE OF REPRESENTATIVES!! #socialwork #naswms https://t.co/VD6UNrVnFt",7.262260186,12,2,0,10.59643471,5,0,1,3.95586949
The #NASWVC2017 is available on demand. Register and earn up to 11 CEs: https://t.co/RqvwNgkWnQ https://t.co/2SEJ3XyEZr,7.028945936,5,1,1,7.299797367,3,1,1,4.51287433
Missed this week's #FASDchat? Read transcript to learn more about FASD &amp; and how social workers can help prevent it: https://t.co/WduA1wM4On https://t.co/z6FAfwrVSH,6.456531779,2,1,1,6.939253946,2,1,1,4.379578572
Don't forget to register for 9/9 #FASDMonth Thunderclap. Help raise awareness of fetal alcohol syndrome disorders https://t.co/S98p0cBDxk https://t.co/GeuAXhSVLr,6.365952058,5,1,1,6.758094504,3,1,0,3.392404656
The deadline for the #FASDMonth art/photo contest is August 11. Don't forget to enter! https://t.co/RCe9xYY60f https://t.co/KJMs3NsZDK,0,4,1,1,0,0,1,0,2.04
Take @CMSGov webinar 9/14 on family caregiving featuring NASW member Tziona Regev &amp; earn 1 NASW-approved CE credit:  https://t.co/uVNcb24sJe https://t.co/gC9JwBbf4H,6.758094504,4,0,1,6.758094504,1,1,0,2.901618901
RT @newsocialworker: Keep it simple #selfcare - Thanks @nasw @SmartBrief for shout out yesterday  https://t.co/kzRcRm9PPA,7.426873596,7,1,0,10.59643471,3,1,1,3.902330831
NASW supports efforts to end elder abuse. It's not too late to register for this important webinar https://t.co/rGY0ACxehn https://t.co/jgJWu5j10E,4.33010838,12,0,1,6.568077911,4,1,1,3.749818629
"RT @NASWMA: In @nasw statement, @realDonaldTrump's  decision to rescind #DACA is called cruel, unwise and unjustified. We agree: https://t.…",5.943540223,8,1,0,10.59643471,4,0,-1,1.273997494
"Check out @naswfl website for #HurricaneIrma volunteer, shelter information: https://t.co/Huph7Limw4 https://t.co/jDrFFVXKQ9",6.778072667,9,1,1,11.53472609,14,1,0,4.061279876
NASW will work with allied group &amp; Congress to keep protections for #DACA young people. Full statement: https://t.co/HYwEuO6vlm https://t.co/pixSCTiQ15,5.043396967,16,1,1,7.877776333,13,1,1,4.58211733
Thanks for inviting us to join this great chat! Enjoyed it. #FASDchat,0,2,1,1,0,0,0,1,2.52
"NASW STATEMENT: @realDonaldTrump decision to revoke #DACA cruel, unwise &amp; unjustified https://t.co/HYwEuO6vlm https://t.co/d9ziGc0tkt",6.327461116,50,1,1,8.915969311,41,1,-1,3.434343043
"NASW specialty groups offer info on trends, strategies, policies &amp; issues: https://t.co/NbghkFZPOG #FASDchat",3.401197382,3,1,1,3.401197382,1,1,0,2.720239476
NASW has new policy statement on adolescent pregnancy &amp; FASD https://t.co/tTnbKYxtmO #FASDchat,5.816645914,7,1,1,5.973809612,2,1,1,4.269045553
See NASW’s 2017 FASD guide: https://t.co/cMHo7Zkjqz. #FASDchat,6.66758331,8,1,1,7.654917048,4,1,0,3.552250036
A6 Social workers can help persons with FASD develop social skills. #FASDchat,0,1,1,1,0,0,0,1,2.51
A6 Social workers connect persons with FASD with services supporting their growth and human potential across the lifespan. #FASDchat,0,2,1,1,0,1,0,1,2.53
A6 Social workers are uniquely positioned to help persons with FASD across diverse practice settings and across the lifespan. #FASDchat,5.659482216,5,1,1,5.659482216,2,0,1,3.701896443
"A6 .Because they work with a variety of groups, social workers are positioned to recognize possible FASD &amp; refer for diagnosis. #FASDchat",0,5,1,1,0,0,0,1,2.55
"A6 FASD can be an missed or misdiagnosed–social workers can identify, assess, refer to medical specialists. #FASDchat",0,3,1,1,0,0,0,1,2.53
"A6 Social workers help prevent FASD by alcohol screening, counseling, providing interventions/treatment for risk drinkers. #FASDchat",4.905274778,4,1,1,4.905274778,1,0,1,3.531054956
"A6 Social workers are trained to use non-judgmental approach, sensitive to stigma &amp; ethical issues—key to prevention talk. #FASDchat",5.346699201,9,1,1,5.723585102,3,0,1,3.72702843
"A6 Because they practice in diverse settings, social can reach &amp; educate women about FASD prevention. #FASDchat",0,4,1,1,0,0,0,1,2.54
A6 Social workers often work in integrated care clinics where alcohol screening &amp; health interventions are routine practice. #FASDchat,0,2,1,1,0,0,0,1,2.52
"A6 FASDs often occur in complex family environments. Social workers help families get help, tackle problems, build capacity. #FASDchat https://t.co/he1qNBYqde",0,2,1,1,0,0,0,-1,0.52
"A6 School social workers can educate, counsel, screen, make referrals for teens engaged in FASD risk behaviors. #FASDchat",4.9698133,8,1,1,4.9698133,1,0,1,3.58396266
"A6 Social workers across practice settings can prevent FASD by consistent messaging, prevention education, counseling. #FASDchat https://t.co/nq72BwRMeY",4.9698133,3,1,1,4.9698133,1,0,1,2
"Social workers in primary health  &amp; specialty clinics can screen for risky alcohol use, offer interventions &amp; referrals. #FASDchat",6.268963821,9,1,1,7.654917048,4,0,1,3
A4 FASDs are 100% preventable if there is no in-utero exposure to alcohol. #FASDchat,4.927253685,1,1,1,4.927253685,1,0,0,2.505450737
A4 “Social” drinking is “risky” drinking if you are pregnant. No safe amount -pregnancy &amp; alcohol don’t mix! #FASDchat https://t.co/4v8Sk731XO,4.676830966,6,1,1,5.659482216,3,0,1,3.623631318
Stigma &amp; bias can shape how providers talk to women about their drinking &amp; importance of preventing FASD. #FASDchat https://t.co/OITdcslO7U,5.685374088,13,1,1,7.877776333,9,0,0,3.076315042
A3 Women now drink at the same rates as men &amp; alcohol use disorders are rising.  Screening &amp; intervention key to prevention.  #FASDchat,6.782145777,2,1,1,7.840706452,2,0,0,3.002285223
A3 Risky drinking among US women is on the rise. Message is critical: Pregnancy &amp; alcohol don’t mix. #FASDchat https://t.co/0dXaKIMfu2,0,1,1,1,0,0,0,0,2
A3 3+ million US women at risk of alcohol-exposed pregnancy because they are drinking but not using effective birth control. #FASDchat,6.017529779,5,1,1,7.044905117,3,0,1,5
"A2 Assumptions, unconscious bias about who may/may not be at risk of FASD hinders prevention, identification &amp; care. #FASDchat",0,2,1,1,0,0,0,0,1.52
A2 FASDs occur in every demographic and socio-economic group. #FASDchat,0,2,1,1,0,0,0,1,2.52
A2 FASDs are “vastly underrecognized”  because alcohol-related disabilities are misdiagnosed or undiagnosed (AAP 2015). #FASDchat,5.659482216,3,1,1,5.659482216,1,0,0,2.671896443
A2 FASDs are disproportionately present among youth in child welfare &amp; juvenile justice systems. #FASDchat #FASDchat https://t.co/N3fBsDSphn,5.659482216,5,2,1,5.659482216,1,0,-1,2.191896443
There is no “cure” for FASD. Adverse health &amp; cognitive effects can last a lifetime. Support improves outcomes. #FASDchat,5.29336795,3,1,1,5.659482216,2,0,0,2.645285017
Neurocognitive and behavioral impairment are principal sources of disability in FASD (Hoyme et al 2016) #FASDchat,5.659482216,3,1,1,5.659482216,1,0,0,3
"FASD can be an “invisible disability” that is missed, misdiagnosed, or mistreated. #FASDchat https://t.co/zGCSd2b4qN",5.142723553,3,1,1,5.697093487,6,0,0,3
NASW is honored to be a part of today's #FASDchat,7.654917048,5,1,1,7.654917048,1,0,0,1
Don't forget to take part in today's #FASDchat! https://t.co/OlgtEHs9fI,5.419612748,8,1,1,7.654917048,4,0,0,1
We must defend #DACA! https://t.co/A6UfwKTazS,4.925104367,54,1,1,7.767687277,24,1,0,6
"Today is the birthday of the ""Mother of Social Work"" Jane Addams (1860-1935). Take time to learn more about her: https://t.co/ENGS3ECZ66 https://t.co/zqoBzilLSG",4.883363355,132,0,1,10.60037772,108,1,1,3
"NASW mourns the death of long-time @NASWNM Executive Director Patrick Tyrrell. We offer condolences to his family, friends &amp; colleagues.",8.156510226,8,0,1,8.156510226,1,0,-1,0.5
NASW member Karen Winston is one of the social workers helping survivors of #HurricaneHarvey. Learn more: https://t.co/aQ3dvA9j3g https://t.co/EfCLKULu4n,6.408874067,14,1,1,8.830396801,5,1,1,2
Learn what @nasw is doing to increase workforce capacity in aging. https://t.co/YPlMbxjWZv #TogetherWeCare https://t.co/E3wwfLskni,3.912023005,3,1,1,3.912023005,1,1,0,2.822404601
More social workers are needed to enhance older adults’ health &amp; well-being. Increase GWEP funding. https://t.co/Xgk6l6dogD #TogetherWeCare https://t.co/ChS9zjHYTp,5.164769647,11,1,1,7.556950572,2,1,1,4.402172022
"10,000 Americans turn 65 every day. Support FULL funding for #TitleVII &amp; TitleVIII GWEP #TogetherWeCare https://t.co/tTjRzELsip",0,4,2,1,0,0,0,1,2
29 states have Geriatric Workforce Enhancement Programs (GWEPs). Fully fund GWEP under #TitleVII &amp; #TitleVIII. #TogetherWeCare https://t.co/rPgacY9BlN,0,4,3,1,0,0,0,0,2
"GWEP trains family caregivers, direct care workers, &amp; health care professionals &amp; engages older adults in their health care. #TogetherWeCare",0,5,1,1,0,0,0,1,3
"Title 7 &amp; 8 programs help meet the needs of underserved populations, including children &amp; #olderadults. #TogetherWeCare https://t.co/jBUEfYjKtr",4.290459441,6,2,1,4.290459441,1,0,0,4
Enhancing eldercare training &amp; expertise is one of @HRSAgov top 5 priorities. #TogetherWeCare,0,2,1,1,0,0,0,1,3
#TitleVII &amp; #TitleVIII programs fill health workforce gaps &amp; increase access to care. #TogetherWeCare https://t.co/AEYR4TjD2L,5.608628796,7,3,1,6.91671502,3,0,0,3
#TitleVII &amp; #TitleVII programs promote culturally competent care. #TogetherWeCare,0,2,3,1,0,0,0,1,3
"#TitleVII &amp; #TitleVIII programs increase the supply, distribution &amp; diversity of the health workforce. #TogetherWeCare https://t.co/k9aLFcl14e",0,5,3,1,0,1,0,0,3
Social workers are among the professions trained using #TitleVII funding. #TogetherWeCare https://t.co/nVqFkmF7l8,5.000193689,12,2,1,5.272999559,2,0,1,3
HRSA #TitleVII &amp; #TitleVIII funding supports development of the health care workforce in underserved areas. #TogetherWeCare,0,2,3,1,0,0,0,0,4
NASW supports funding of HRSA #TitleVII &amp; #TitleVIII #TogetherWeCare,4.762173935,4,3,1,4.762173935,1,0,0,3
NASW concerned @realDonaldTrump decision to repeal #DACA will put youth in limbo. We will weigh in after formal repeal announcement made. https://t.co/BYRpLny3Rn,5.268872568,37,1,1,9.154827662,10,0,0,5
Join the #FASDMonth Twitter chat tomorrow at 2 pm ET. For more information go to: https://t.co/paNpblVeZA,0,3,1,1,0,0,1,1,2
Learn more about how to reframe elder abuse by joining a free NCEA–FrameWorks Webinar on Thursday: https://t.co/rGY0ACxehn https://t.co/FmMA75HY3i,4.381041038,10,0,1,6.484635236,8,1,1,4
Help NASW member @parkviewproject finish documentary about 1990 hate crime murder of lesbian Talana Kreeger: https://t.co/0JKxBqUj5d https://t.co/Vcx2bEs2Vu,6.093139009,7,0,1,6.939253946,2,1,-1,4
NASW sent comments to @realDonaldTrump administration protesting new nursing home rules that hamper patient rights: https://t.co/Pd8DfWKQtM https://t.co/3D54XcaoLS,6.060662926,25,0,1,9.894144038,15,1,1,3
"NASW concerned by @realDonaldTrump rules to make it harder for nursing home residents to sue for neglect, abuse: https://t.co/aemqTVx3w9 https://t.co/q166hoPN29",6.678066117,9,0,1,8.658692754,10,1,-1,4
"RT @NASWNYC: #NCEAnow Chat Highlights: Reframing #ElderAbuse as a #SocialJustice Issue
https://t.co/hlFIlk1ukB

#socialworkinthecity https:…",0,3,4,0,0,0,1,0,3
Social workers are needed in Houston! @NASWTX https://t.co/Q3LNPzeZwk,5.566645764,69,0,1,9.154721948,76,1,1,5.422136771
"RT @CSocialWorkEd: For #FASDMonth, join the FASD Awareness #TwitterChat 9/6, 2 pm ET w/ @NOFAS_USA @CDC_NCBDDD @nasw &amp; @acognews #FASDchat…",7.395987097,5,3,0,10.59648472,4,0,0,4
